Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age,Volume,Density
M,1.075,0.8375,0.325,11.43902325,4.9611625,1.984465,3.8271825,8.0,0.17903703367728474,63.89193908685341
F,1.25,1.0,0.3625,19.26348525,8.54737425,4.4508715,6.520385,8.0,0.284706834231575,67.66077569578627
M,1.075,0.8375,0.2625,10.432616,4.46504625,2.25378525,3.40194,8.0,0.1446068348931915,72.1446950118621
I,1.4375,1.125,0.375,24.8344485,13.05494475,4.5075705,6.180191,8.0,0.3727573314562108,66.62363528299214
I,1.2125,0.9625,0.2875,16.4143605,8.15048125,2.93417325,4.40834725,8.0,0.20918435810160124,78.46839337780463
I,1.1,0.8125,0.25,10.95708175,4.422522,2.22543575,2.83495,8.0,0.12962137657633668,84.53144102776251
M,1.55,1.25,0.4,36.42784425,16.96717575,7.0023265,9.355335,8.0,0.49087385212340523,74.21019492568546
M,1.2,0.95,0.3375,18.71067,8.6465975,4.025629,4.9611625,8.0,0.23922737183234152,78.21291458701916
I,1.3125,0.975,0.3125,17.05222425,7.27164675,3.18931875,5.10291,8.0,0.233318477837406,73.08561417018707
F,1.3375,1.0,0.375,20.87940675,8.68912175,4.20990075,6.1518415,8.0,0.2945243112740431,70.89196358589409
I,1.0375,0.7625,0.275,9.695529,3.86970675,1.74349425,2.83495,8.0,0.12557473525789434,77.20923305223918
I,1.175,0.925,0.3125,14.5999925,6.2652395,2.9199985,4.1106775,8.0,0.21000196986154432,69.52312166226761
M,1.5625,1.2125,0.375,36.32988425,17.3215445,7.29999625,8.0796075,8.0,0.4329967569964799,83.90336339238529
I,1.0625,0.775,0.2625,9.0434905,4.46504625,2.25378525,2.90582375,8.0,0.12382906512128053,73.03205019873674
I,1.4,1.0625,0.3375,23.94115275,10.432616,4.6776675,6.7188315,8.0,0.29924130219679146,80.00617753713513
M,1.575,1.2125,0.4,32.4601775,13.60776,7.8528115,8.9867915,8.0,0.4618632074629119,70.28093378190682
M,1.175,0.875,0.3375,15.5071765,6.5487345,3.50116325,4.1106775,8.0,0.20294565823727032,76.4104866036112
F,1.45,1.125,0.3625,24.81998725,12.757275,5.159609,7.087375,8.0,0.36033208707433706,68.8808688993595
I,1.125,0.8375,0.3,12.99824575,5.37223025,2.4664065,3.8271825,8.0,0.16526495416364742,78.65095062519411
M,1.3,1.0,0.3375,21.9708625,9.76640275,5.2446575,4.819415,8.0,0.2650718801466388,82.88643249463365
M,1.3875,1.0875,0.3125,25.798045,11.793392,5.25883225,6.7755305,8.0,0.29026751458766037,88.8767902141837
I,1.3,1.025,0.3,17.95940825,8.0796075,4.60679375,5.386405,8.0,0.24754768362583318,72.54928822984074
I,1.2125,0.975,0.3,15.94659375,7.030676,3.40194,4.8477645,8.0,0.22398573872390976,71.19468337962427
I,1.35,1.0625,0.35,20.3265915,9.2702865,4.9044635,5.5281525,8.0,0.3103243133892652,65.50112454289939
I,1.4125,1.0125,0.3375,20.97863,10.19164525,4.74854125,5.10291,8.0,0.27174009463157767,77.20108447169933
I,1.1875,0.8875,0.3125,15.74814725,7.04485075,2.62232875,3.96893,8.0,0.19331992879328794,81.46158209503115
M,0.9625,0.75,0.2375,8.50485,3.47281375,1.63009625,2.4097075,8.0,0.10492428589137785,81.05702057200168
M,1.55,1.175,0.375,33.06969175,13.8062065,5.57067675,10.092422,8.0,0.40662762725272583,81.32672138739514
I,1.3,1.0375,0.3625,21.715717,8.4198015,4.49339575,7.37087,8.0,0.3064602157845813,70.8598241517409
M,1.425,1.075,0.3375,22.963095,10.5176645,5.6982495,5.6699,8.0,0.3063236914944594,74.96349658092097
I,1.175,0.9375,0.325,13.62193475,5.42892925,3.231843,4.1106775,8.0,0.22434469022827502,60.71877491791501
M,1.475,1.1875,0.3625,31.19862475,15.2803805,6.4920355,6.3786375,8.0,0.4014811217093694,77.70882131933607
I,1.2125,0.95,0.3125,15.5638755,7.1157245,3.81300775,4.6776675,8.0,0.2215068257706866,70.26363835899303
I,1.15,0.9125,0.2875,13.437663,5.4147545,2.59397925,4.139027,8.0,0.18801542322877937,71.47106747540012
I,1.0625,0.75,0.25,9.73805325,4.57844425,1.77184375,2.83495,8.0,0.11044661672776616,88.16977412719483
I,1.3625,1.05,0.3375,22.11261,10.149121,5.59902625,6.23689,8.0,0.2922417478616693,75.66547271838402
M,1.1,0.8375,0.2625,11.43902325,4.9611625,2.50893075,3.40194,8.0,0.1446068348931915,79.10430553610423
I,1.4375,1.1,0.35,27.895908,14.571643,6.22271525,7.2291225,8.0,0.33261612219881936,83.86817757235887
I,1.0375,0.775,0.225,9.25611175,3.9405805,2.11203775,2.83495,8.0,0.10613919867538331,87.20728878224286
M,1.2375,0.95,0.3,15.35125425,6.973977,4.252425,4.252425,8.0,0.2126465527398591,72.19140894693899
I,1.3,1.0,0.325,18.71067,9.808927,3.72795925,5.953395,8.0,0.2552544031041707,73.30204600766113
I,1.15,0.8625,0.2875,13.8062065,6.010094,2.4664065,3.5436875,8.0,0.16797549821584137,82.19178777049741
I,0.5875,0.4375,0.1625,1.54504775,0.58116475,0.52446575,0.56699,8.0,0.024428644047078833,63.247380698756224
M,1.4625,1.0625,0.3875,24.607366,9.59630575,5.82582225,7.37087,8.0,0.3435733469666865,71.62187118777283
F,1.6,1.225,0.375,31.18445,14.92601175,6.293589,10.0640725,8.0,0.441970544605611,70.55775634963909
I,1.2875,0.9875,0.2625,15.195332,7.98038425,2.891649,3.855532,8.0,0.20104505604108006,75.58172431206216
I,1.25,0.9375,0.35,15.2236815,7.55514175,2.96252275,4.1673765,8.0,0.24160197409198847,63.01141187780062
I,1.3,1.0,0.3625,19.74542675,8.46232575,4.139027,5.953395,8.0,0.284706834231575,69.35353976764553
I,1.25,0.925,0.3125,15.09610875,7.0590255,2.778251,4.252425,8.0,0.21000196986154432,71.88555783525729
I,1.1375,0.8375,0.3125,12.6722265,5.556502,2.778251,3.5436875,8.0,0.17215099392046607,73.61111435612496
I,1.0875,0.8125,0.275,10.19164525,4.32329875,2.2963095,3.5436875,8.0,0.14258351423397037,71.47842655411176
M,1.0,0.8,0.225,9.19941275,3.92640575,1.74349425,2.83495,8.0,0.11309733552923257,81.3406673725059
M,1.275,1.0,0.3875,22.1976585,11.113004,5.25883225,5.953395,8.0,0.3043417883165112,72.93661058768159
I,1.2875,1.0125,0.3125,17.463292,7.41339425,3.13261975,5.00368675,8.0,0.2516111987329423,69.40586145585424
I,1.225,0.95,0.3125,14.571643,5.1312595,3.69960975,4.6776675,8.0,0.2215068257706866,65.78417143264556
I,1.275,1.0625,0.375,21.999212,9.6104805,4.5075705,7.2291225,8.0,0.3324903357742127,66.16496671632348
I,1.25,1.075,0.3625,12.48795475,5.91087075,2.93417325,5.5281525,8.0,0.3290143353088638,37.95565545275367
F,1.25,1.0375,0.3375,19.74542675,7.7961125,3.72795925,5.953395,8.0,0.285325028489093,69.20327618842173
I,1.2375,0.975,0.3125,18.27125275,7.7394135,3.98310475,6.23689,8.0,0.233318477837406,78.31035466780644
M,1.35,1.0125,0.375,18.597272,7.824462,2.9199985,6.23689,8.0,0.30193343847953075,61.59394631363688
M,1.4625,1.1375,0.3625,26.23746225,13.02659525,6.010094,7.37087,8.0,0.3683839522299488,71.2231412122489
I,0.9375,0.6875,0.25,6.59125875,3.061746,1.54504775,1.984465,8.0,0.0928058376670813,71.02202744664146
M,0.8,0.6125,0.2125,4.6209685,2.0128145,0.680388,1.417475,8.0,0.06261249381912823,73.80265851331234
M,1.45,1.15,0.3,20.25571775,8.46232575,4.9044635,6.6621325,8.0,0.31160672132793754,65.00411051365838
I,1.2875,1.0,0.325,16.85377775,8.7599955,3.72795925,4.819415,8.0,0.2552544031041707,66.02737325993112
F,1.375,1.1125,0.3375,22.75047375,9.87980075,4.63514325,7.2291225,8.0,0.3280678691627385,69.34685133311424
I,1.125,0.9,0.275,12.68640125,5.329706,2.50893075,4.53592,8.0,0.17494744089678163,72.5155005695964
I,1.1,0.8625,0.3,11.21222725,5.046211,2.097863,3.5436875,8.0,0.1752787807469649,63.967966927988506
F,1.3625,1.0625,0.375,27.28639375,13.65028425,5.613201,6.6621325,8.0,0.3324903357742127,82.06672740265637
I,1.1,0.8875,0.3125,13.8062065,5.499803,3.18931875,3.96893,8.0,0.19331992879328794,71.4163645009544
M,1.5625,1.2125,0.375,30.1922175,14.35902175,7.0023265,8.0796075,8.0,0.4329967569964799,69.72850722816257
F,1.3875,1.075,0.3875,25.27357925,12.6722265,6.5487345,6.3786375,8.0,0.35170497912326826,71.86016903429145
M,1.325,1.0625,0.325,23.57260925,9.8939755,5.00368675,6.13766675,8.0,0.2881582910043177,81.80437622614437
I,1.225,0.975,0.275,18.61144675,8.60407325,3.86970675,5.10291,8.0,0.2053202604969173,90.64593384479674
M,1.375,1.0875,0.3625,21.36134825,9.8372765,4.7343665,6.0951425,8.0,0.336710316921686,63.44132382189032
I,1.0,0.775,0.25,10.33339275,4.32329875,1.97029025,2.26796,8.0,0.11793244297264811,87.62128969376651
F,1.2125,0.975,0.3125,16.51358375,7.24329725,3.8838815,4.3941725,8.0,0.233318477837406,70.77700790379713
I,1.1,0.85,0.2875,9.355335,3.95475525,1.88524175,3.40194,8.0,0.16314192475321368,57.34476293663878
I,1.3125,1.0,0.3625,23.3883375,11.736693,4.26659975,5.953395,8.0,0.284706834231575,82.14884466375815
I,1.25,0.9625,0.3125,15.26853225,5.9817445,3.1467945,4.252425,8.0,0.22737430228434918,67.1515298633243
I,1.0875,0.8,0.3125,10.886208,5.51397775,2.05533875,3.118445,8.0,0.15707963267948966,69.30375258906143
I,0.9625,0.7125,0.225,7.427569,3.0333965,1.11980525,2.4097075,8.0,0.08971026443712808,82.79508534060209
I,1.425,1.0875,0.3125,21.8007655,9.87980075,4.86193925,6.9456275,8.0,0.29026751458766037,75.1057710711069
I,1.0,0.725,0.2625,9.6104805,4.7343665,1.68679525,2.28213475,8.0,0.10836653877939324,88.68494470940423
F,1.45,1.025,0.3375,21.95668775,11.15552825,4.12485225,5.10291,8.0,0.2784911440790624,78.84160131054865
I,1.2125,0.9375,0.3125,13.267566,5.68407475,3.01922175,4.819415,8.0,0.21571604829641827,61.504770297705726
I,1.2,0.9875,0.3,16.7120303,8.334753,3.96893,4.7343665,8.0,0.22976577833266287,72.73507143350017
M,1.2125,0.975,0.3,17.19397175,8.09378225,3.72795925,4.876114,8.0,0.22398573872390976,76.76368972398598
M,1.4,1.075,0.4125,26.46425825,12.40290625,7.41339425,8.788345,8.0,0.3743956229376726,70.6852768265553
I,0.95,0.6875,0.2,6.64795775,3.061746,1.70097,1.984465,8.0,0.07424467013366504,89.54121202278185
M,1.375,1.0875,0.4125,27.08794725,12.757275,5.82582225,6.6621325,8.0,0.3831531192557117,70.69744676128249
M,1.125,0.8625,0.3,13.60776,5.953395,2.67902775,3.8271825,8.0,0.1752787807469649,77.63495354092159
M,1.175,0.875,0.3125,13.664459,5.34388075,3.10427025,4.1106775,8.0,0.18791264651599104,72.71708026759752
F,1.475,1.1125,0.3625,23.586784,9.87980075,4.89028875,7.654365,8.0,0.3523691928044228,66.93770193778401
I,1.3125,1.025,0.3375,18.69649525,8.88756825,4.06815325,4.819415,8.0,0.2784911440790624,67.13497232318508
M,1.375,1.0375,0.3625,22.12678475,10.75863525,4.819415,5.386405,8.0,0.3064602157845813,72.20116547054016
F,1.3375,1.0125,0.35,23.00561925,11.07047975,4.86193925,5.6699,8.0,0.2818045425808953,81.63679349986334
I,1.175,0.9,0.325,14.07552675,5.556502,2.8066005,4.3941725,8.0,0.20675606651437828,68.0779383516718
I,1.1625,0.9375,0.3,16.76872925,7.3992195,3.6003865,3.685435,8.0,0.20708740636456155,80.97416228430585
F,1.3875,1.025,0.35,25.27357925,13.4660125,5.556502,6.76135575,8.0,0.2888056308968054,87.51068727960721
I,1.1,0.825,0.3,10.2341695,4.309124,2.33883375,3.5436875,8.0,0.16036848748871643,63.816586788723555
M,1.375,1.025,0.35,21.1203775,9.6104805,4.57844425,6.3786375,8.0,0.2888056308968054,73.13007518037843
I,1.25,0.9625,0.3125,16.31513725,7.04485075,3.572037,4.60679375,8.0,0.22737430228434918,71.75453464216311
I,0.925,0.7,0.2,6.2085405,2.48058125,0.97805775,1.8994165,8.0,0.07696902001294992,80.66284979275328
I,0.825,0.5875,0.2125,5.91087075,2.19708625,0.86465975,1.5592225,8.0,0.05760558052746949,102.60934263445837
F,1.2625,1.0,0.375,21.659018,9.525432,4.89028875,5.10291,8.0,0.2945243112740431,73.53898191394852
I,0.875,0.6375,0.2,4.91863825,2.2396105,1.11980525,1.70097,8.0,0.06383814446864884,77.04857794567576
M,1.2,0.9625,0.3125,15.2236815,7.9095105,2.96252275,4.252425,8.0,0.22737430228434918,66.95427472257444
I,1.3125,1.0375,0.3375,19.66037825,8.561549,4.40834725,6.6621325,8.0,0.285325028489093,68.90520033979966
I,0.875,0.6625,0.2,6.0384435,2.721552,1.247378,1.984465,8.0,0.06894323253073226,87.58573217912712
F,1.15,0.925,0.35,16.23008875,7.24329725,3.01922175,4.6776675,8.0,0.2352022062449296,69.00483209370356
M,1.225,0.9625,0.3125,17.36406875,7.8528115,4.3941725,5.03203625,8.0,0.22737430228434918,76.36777144800158
I,1.3,1.025,0.325,19.050864,9.82310175,3.95475525,4.8477645,8.0,0.26817665726131934,71.03848707248324
I,0.8875,0.65,0.25,5.6415505,2.26796,1.2757275,1.97029025,8.0,0.08295768100885548,68.00516156421709
I,1.1125,0.875,0.3,11.80756675,4.9611625,2.70737725,3.8271825,8.0,0.1803961406553514,65.45354411189135
I,1.425,1.075,0.3625,24.87668625,12.190285,5.3580555,6.23689,8.0,0.3290143353088638,75.60973362041167
M,1.2,0.9375,0.3125,14.628342,6.0951425,3.01922175,4.819415,8.0,0.21571604829641827,67.81295186670118
M,1.6,1.2,0.4,34.79901125,17.293195,6.64795775,8.50485,8.0,0.45238934211693027,76.92270354372188
I,1.0625,0.8,0.25,9.08601475,3.69960975,2.05533875,2.83495,8.0,0.12566370614359174,72.30420802341858
F,1.225,0.95,0.3,16.62698175,7.087375,3.1467945,5.2446575,8.0,0.2126465527398591,78.19069500901148
I,1.325,1.025,0.3125,17.0097,8.60407325,2.9766975,5.2446575,8.0,0.25786217044357623,65.96430942444873
I,1.075,0.85,0.275,11.509897,5.4147545,2.2963095,3.5436875,8.0,0.15604879759003049,73.75831904990811
M,1.0875,0.85,0.275,10.44679075,4.32329875,2.2963095,3.5436875,8.0,0.15604879759003049,66.9456664283033
I,1.2625,1.0,0.3,17.4349425,8.68912175,3.86970675,5.10291,8.0,0.23561944901923448,73.99619417061245
M,1.2375,0.9625,0.325,16.839603,6.973977,3.1467945,4.9611625,8.0,0.23646927437572318,71.212647158733
M,1.5375,1.1875,0.4125,29.5685285,15.77649675,7.427569,7.7961125,8.0,0.456857828152041,64.72151001462029
M,1.3125,1.05,0.325,18.370476,7.98038425,4.01145425,5.2446575,8.0,0.2814179794223482,65.27825989550527
I,0.925,0.6875,0.2375,6.577084,2.42388225,1.45999925,1.984465,8.0,0.08816554578372722,74.59925463552155
F,1.3125,1.0375,0.35,22.5378525,11.43902325,4.89028875,5.8116475,8.0,0.29589262213683715,76.1690248889587
F,1.25,0.9875,0.2875,17.7751365,8.77417025,3.6003865,3.8271825,8.0,0.2201922042354686,80.7255486710677
I,1.2,0.975,0.3375,15.1102835,8.17883075,3.30271675,4.53592,8.0,0.2519839560643985,59.96526023322821
I,1.1375,0.925,0.275,12.927372,5.82582225,2.42388225,4.252425,8.0,0.184801733478159,69.95265551190208
I,0.925,0.6875,0.2125,6.917278,2.7499015,1.587572,1.984465,8.0,0.0788849620170191,87.68817050970533
I,1.225,0.925,0.3125,15.87572,6.78970525,2.96252275,4.9611625,8.0,0.21000196986154432,75.59795753566962
I,1.3375,1.05,0.325,20.921931,9.99319875,4.309124,6.3786375,8.0,0.2814179794223482,74.34468488099212
I,1.35,1.0625,0.35,23.79940525,10.659412,4.53592,5.5281525,8.0,0.3103243133892652,76.6920419159889
I,1.2125,0.975,0.3125,15.2803805,7.81028725,3.4869885,4.3941725,8.0,0.233318477837406,65.49151460969382
M,1.2,0.925,0.2875,16.896302,7.92368525,3.7137845,4.3941725,8.0,0.19320181227262076,87.45415895042527
F,1.15,0.8875,0.2875,13.33843975,5.79747275,2.494756,3.685435,8.0,0.17785433448982488,74.99642776917027
M,1.45,1.1375,0.325,20.36911575,9.51125725,3.6570855,6.066793,8.0,0.3302752675165058,61.67314889535903
M,1.25,0.9375,0.3125,16.9246515,8.00873375,2.93417325,4.23825025,8.0,0.21571604829641827,78.45800826438102
I,1.125,0.8625,0.3375,13.05494475,5.3013565,3.24601775,3.5436875,8.0,0.19718862834033554,66.20536315850812
I,1.3125,0.9125,0.35,15.66309875,6.84640425,2.90582375,4.32329875,8.0,0.2288883413219923,68.43117766302342
I,1.125,0.825,0.2625,10.886208,5.329706,2.097863,3.118445,8.0,0.1403224265526269,77.57995829638257
I,1.225,0.9625,0.3,15.3937785,6.7755305,3.685435,4.6776675,8.0,0.2182793301929752,70.52329914330757
F,1.3,1.0125,0.325,16.102516,7.3992195,3.86970675,5.10291,8.0,0.26167564668225995,61.53616587619445
I,1.2375,0.95,0.3125,14.911837,6.066793,3.061746,4.819415,8.0,0.2215068257706866,67.31998866453613
F,1.6125,1.2375,0.4,33.0271675,15.40795325,6.973977,8.3631025,8.0,0.4811054624661495,68.6484982537977
I,1.175,0.8875,0.3,13.53688625,6.50621025,2.50893075,3.685435,8.0,0.1855871316415564,72.94086680613819
I,1.2875,0.9875,0.325,17.56251525,9.468733,3.3735905,4.9611625,8.0,0.2489129265270515,70.55686297630402
I,1.2375,0.9875,0.3,14.07552675,6.066793,2.82077525,4.23825025,8.0,0.22976577833266287,61.26032715638342
M,1.5,1.175,0.4125,31.808139,12.43125575,6.53455975,8.7599955,8.0,0.44729038997799836,71.11294969150713
M,1.425,1.15,0.35,29.95124675,13.9196045,6.76135575,8.3631025,8.0,0.3635411748825938,82.38749506069787
I,1.175,0.9125,0.2875,14.118051,6.27941425,2.50893075,4.252425,8.0,0.18801542322877937,75.08985570200265
I,1.3125,1.075,0.325,23.545038,12.28950825,5.68407475,5.6982495,8.0,0.2949783695872572,79.81954077834568
I,1.1375,0.8375,0.3,12.6722265,5.6699,2.90582375,3.8271825,8.0,0.16526495416364742,76.6782441209635
F,1.275,1.0,0.325,19.57532975,8.3631025,3.7137845,5.613201,8.0,0.2552544031041707,76.68948904286366
M,1.5625,1.2125,0.3875,39.76017375,19.03668925,8.561549,9.4970825,8.0,0.4474299822296959,88.86345423670878
I,1.15,0.9,0.3125,13.947954,5.6415505,3.0333965,4.1106775,8.0,0.1988039101099791,70.159354472877
F,1.4,1.1125,0.35,23.0481435,9.25611175,4.57844425,6.520385,8.0,0.3402185309835806,67.74511498056033
M,1.525,1.175,0.4,29.596878,12.8423235,6.25106475,7.5126175,8.0,0.43373613573624087,68.23705834368882
M,1.475,1.0625,0.375,22.6796,8.49067525,4.819415,6.9456275,8.0,0.3324903357742127,68.21130589311699
I,1.1,0.825,0.25,13.437663,5.953395,3.01922175,3.118445,8.0,0.13364040624059703,100.5508990732021
M,1.1375,0.875,0.325,14.89766225,5.783298,4.15320175,4.1106775,8.0,0.19542915237663067,76.23050127797339
I,1.1,0.775,0.225,10.2908685,4.5075705,2.42388225,2.9766975,8.0,0.10613919867538331,96.95634250521947
I,1.375,0.9625,0.3375,18.9091165,8.8166945,4.5075705,4.9611625,8.0,0.24556424646709715,77.00272646382017
M,1.425,1.1125,0.4375,24.42309425,10.2341695,4.97533725,7.2291225,8.0,0.42527316372947577,57.429192182782515
F,1.1,0.875,0.3125,13.39513875,5.99591925,3.061746,3.685435,8.0,0.18791264651599104,71.28385980589175
I,1.15,0.9375,0.25,13.097469,6.6054335,2.42388225,3.231843,8.0,0.17257283863713463,75.89530950197661
I,1.3625,1.0125,0.3125,19.97222275,9.2702865,4.5075705,5.216308,8.0,0.2516111987329423,79.37732044748265
F,1.1,0.8625,0.2625,13.8062065,6.2652395,2.494756,3.685435,8.0,0.15336893315359432,90.01957708197334
I,1.2125,0.925,0.3125,16.40018575,6.73300625,3.2601925,4.15320175,8.0,0.21000196986154432,78.09539006140156
I,1.25,0.9625,0.3,17.22232125,7.3992195,2.82077525,5.03203625,8.0,0.2182793301929752,78.90037611336898
M,1.15,0.9125,0.225,13.22504175,6.56290925,2.62232875,3.2034935,8.0,0.14714250513556648,89.87913953086093
M,1.4125,1.1375,0.375,30.900955,13.93377925,6.2652395,7.087375,8.0,0.3810868471344298,81.08638551122593
M,1.35,1.05,0.375,21.8007655,8.40562675,4.57844425,7.5126175,8.0,0.3247130531796325,67.13855598512
F,1.3125,1.025,0.3375,16.45688475,6.8889285,4.01145425,5.953395,8.0,0.2784911440790624,59.093027192735306
M,1.3375,1.0375,0.3875,19.83047525,9.7805775,4.77689075,5.8116475,8.0,0.32759540308006974,60.53343564516717
I,1.35,1.075,0.325,22.72212425,9.76640275,5.48562825,5.6699,8.0,0.2949783695872572,77.02979808924124
M,1.5625,1.25,0.3875,37.137845,20.0430965,7.314171,9.4970825,8.0,0.4755340442445488,78.09713194982406
I,1.2375,0.95,0.3375,17.236496,8.34892775,3.98310475,3.98310475,8.0,0.23922737183234152,72.05068495289036
M,1.1875,0.9125,0.3125,13.99047825,5.499803,2.14038725,4.252425,8.0,0.20436459046606456,68.4584262767535
I,1.1,0.8875,0.2625,11.5382465,4.9611625,2.4664065,3.0900955,8.0,0.16238874018636187,71.05324227996587
I,1.3625,1.0,0.325,18.75319425,8.15048125,4.53592,4.9611625,8.0,0.2552544031041707,73.46864156676945
F,1.4,1.1375,0.3875,26.988724,12.20445975,5.88252125,7.2291225,8.0,0.3937897420389108,68.53587363718889
F,1.2875,0.9875,0.3375,18.71067,9.2135875,3.52951275,4.819415,8.0,0.2584865006242458,72.38548223916402
I,1.0625,0.875,0.3,11.04213025,4.43669675,1.984465,3.685435,8.0,0.1803961406553514,61.21045721868351
M,1.5875,1.2625,0.4625,37.1094955,18.0586315,6.67630725,8.788345,8.0,0.5789811066371927,64.09448438747405
M,1.35,1.05,0.325,18.01610725,8.4198015,5.14543425,4.6776675,8.0,0.2814179794223482,64.01903420307654
F,1.6,1.3125,0.3875,35.50774875,17.860185,8.74582075,8.164656,8.0,0.524276283779615,67.72716952599376
F,1.45,1.15,0.375,27.6974615,12.74310025,5.499803,7.7961125,8.0,0.38950840165992195,71.10876525888787
F,1.3,1.0125,0.3625,25.41532675,10.6310625,4.35164825,7.5126175,8.0,0.29186899053021303,87.07785881545752
M,1.175,0.925,0.3,13.551061,5.82582225,2.87747425,3.8271825,8.0,0.20160189106708254,67.21693396958722
I,1.0125,0.775,0.225,8.77417025,3.912231,1.644271,2.6932025,8.0,0.10613919867538331,82.6666336235962
M,1.575,1.2,0.3125,31.14192575,14.16057525,7.427569,7.087375,8.0,0.3534291735288517,88.11362525356942
F,1.4375,1.15,0.4,26.1665885,12.757275,5.71242425,6.19436575,8.0,0.41547562843725006,62.9798397523863
M,1.5,1.175,0.4375,31.127751,14.92601175,6.8322295,8.788345,8.0,0.47439889846151345,65.61514181619732
I,1.1875,0.9375,0.275,14.571643,6.0384435,2.948348,4.3941725,8.0,0.1898301225008481,76.76148973635571
I,1.1,0.8125,0.3,10.19164525,4.4508715,2.2963095,3.5436875,8.0,0.15554565189160402,65.52189100793579
I,1.025,0.7875,0.225,9.93649975,4.69184225,1.77184375,2.324659,8.0,0.10959065544812598,90.66922457365334
I,1.3125,1.075,0.3,20.071446,9.82310175,4.706017,5.2446575,8.0,0.2722877257728528,73.71410497123897
M,1.425,1.125,0.3875,25.51455,11.8784405,4.819415,6.6621325,8.0,0.3851825758380845,66.24014584378631
F,1.4875,1.1625,0.375,31.08522675,14.401546,7.81028725,7.7961125,8.0,0.3980219950326873,78.09926872872225
